,url,name,price estimation,time prep,time cook,time rest,kcal per portion,ingredients,quantities,,,,,,,,,,,,,,,,,,,,,,,,
1239,https://jow.fr/recipes/steak-hache-aux-echalotes-et-pommes-sautees-8fe5bdeqf94wk4s616cf,Steak haché aux échalotes & pommes sautées ,2 € et 4 € par portion,3 minutes,17 minutes,0 minutes,653 kcal,['Bœuf (steak haché frais)', 'Pommes de terre rissolées', 'Beurre', 'Échalote'],['1  ', '200 g', '20 g', '1/2  '],,,,,,,,,,,,,,,,,,
1240,https://jow.fr/recipes/cabillaud-et-puree-de-brocolis-8fead2v19g2tfrwf0d07,Cabillaud & purée de brocolis,+4 € par portion,4 minutes,15 minutes,0 minutes,468 kcal,['Beurre', 'Cabillaud (frais)', 'Échalote', 'Vinaigre de vin rouge', 'Brocoli (frais)'],['40 g', '1  ', '1/2  ', '1 càc', '250 g'],,,,,,,,,,,,,,,,
1241,https://jow.fr/recipes/cabillaud-et-carottes-au-beurre-blanc-8feacuyl9g2tfrwf0d04,Cabillaud & carottes au beurre blanc ,+4 € par portion,5 minutes,19 minutes,0 minutes,474 kcal,['Cabillaud (frais)', 'Carotte (frais)', 'Beurre', 'Vinaigre de vin rouge', 'Échalote'],['1  ', '250 g', '40 g', '1 càc', '1/2  '],,,,,,,,,,,,,,,,
1242,https://jow.fr/recipes/bavette-au-roquefort-et-pommes-sautees-8feacbel9g2tfrwf0cz4,Bavette au roquefort & pommes sautées,+4 € par portion,2 minutes,15 minutes,0 minutes,772 kcal,['Bœuf (bavette)', 'Roquefort', 'Crème fraîche', 'Pommes de terre rissolées'],['1  ', '30 g', '1 càs', '200 g'],,,,,,,,,,,,,,,,,,
1243,https://jow.fr/recipes/bavette-au-roquefort-pommes-de-terre-et-haricots-8feabxfml5thfqj01d9e,Bavette au roquefort, pommes de terre & haricots,+4 € par portion,4 minutes,22 minutes,0 minutes,645 kcal,['Bœuf (bavette)', 'Haricot vert (frais)', 'Pommes de terre (primeur)', 'Crème fraîche', 'Roquefort'],['1  ', '100 g', '150 g', '1 càs', '25 g'],,,,,,,,,,,,,,,
1244,https://jow.fr/recipes/bavette-a-l-echalote-et-pommes-sautees-8feacjwd9g2tfrwf0czm,Bavette à l'échalote & pommes sautées,+4 € par portion,3 minutes,15 minutes,0 minutes,732 kcal,['Bœuf (bavette)', 'Échalote', 'Beurre', 'Pommes de terre rissolées'],['1  ', '1/2  ', '20 g', '200 g'],,,,,,,,,,,,,,,,,,
1245,https://jow.fr/recipes/poisson-pane-riz-et-brocoli-8feaiy76f94wk4s6170j,Poisson pané, riz & brocoli,-2 € par portion,4 minutes,11 minutes,0 minutes,427 kcal,['Riz', 'Brocoli (frais)', 'Poisson pané'],['50 g', '150 g', '100 g'],,,,,,,,,,,,,,,,,,,
1246,https://jow.fr/recipes/nuggets-riz-et-brocolis-8feahm76f94wk4s616sp,Nuggets, riz & brocolis ,-2 € par portion,3 minutes,10 minutes,0 minutes,468 kcal,['Riz', 'Nuggets (surgelé)', 'Brocoli (frais)'],['70 g', '100 g', '100 g'],,,,,,,,,,,,,,,,,,,
1247,https://jow.fr/recipes/roti-de-boeuf-et-puree-8fesf6e84bdccbzc0qb0,Rôti de bœuf & purée ,2 € et 4 € par portion,9 minutes,20 minutes,0 minutes,728 kcal,['Bœuf (rôti)', 'Échalote', 'Beurre', 'Pommes de terre', 'Lait'],['520 g', '1  ', '180 g', '1 kg', '20 cl'],,,,,,,,,,,,,,,,
1248,https://jow.fr/recipes/cabillaud-pommes-de-terre-et-haricots-8feae84if94wk4s616sn,Cabillaud, pommes de terre & haricots,+4 € par portion,3 minutes,22 minutes,0 minutes,572 kcal,['Cabillaud (frais)', 'Pommes de terre (primeur)', 'Haricot vert (frais)', 'Beurre', 'Vinaigre de vin rouge', 'Échalote'],['1  ', '150 g', '100 g', '40 g', '1 càc', '1/2  '],,,,,,,,,,,,,
1249,https://jow.fr/recipes/poisson-pane-puree-et-haricots-verts-8feaik6af94wk4s616wl,Poisson pané, purée & haricots verts ,2 € et 4 € par portion,5 minutes,15 minutes,0 minutes,433 kcal,['Haricot vert (frais)', 'Poisson pané', 'Pommes de terre', 'Lait', 'Beurre'],['100 g', '100 g', '150 g', '3 cl', '10 g'],,,,,,,,,,,,,,,
1250,https://jow.fr/recipes/roti-de-boeuf-et-haricots-verts-8feoenvkartskg3b0i6z,Rôti de bœuf & haricots verts ,+4 € par portion,7 minutes,20 minutes,0 minutes,389 kcal,['Bœuf (rôti)', 'Échalote', 'Beurre', 'Haricot vert (frais)'],['400 g', '1  ', '100 g', '1 kg'],,,,,,,,,,,,,,,,,,
1251,https://jow.fr/recipes/omelette-au-saumon-8fevgewq2335kwob0y90,Omelette au saumon,2 € et 4 € par portion,5 minutes,2 minutes,0 minutes,326 kcal,['Œuf', 'Fromage frais', 'Salade (Mélange)', 'Saumon (fumé)'],['2  ', '30 g', '2 poignées', '1 tran.'],,,,,,,,,,,,,,,,,,
1252,https://jow.fr/recipes/filet-de-poulet-et-puree-8fiz2lvp3ma8k8hh0uln,Filet de poulet & purée ,2 € et 4 € par portion,5 minutes,15 minutes,0 minutes,664 kcal,['Poulet (escalope)', 'Pommes de terre', 'Lait', 'Beurre'],['1  ', '250 g', '5 cl', '40 g'],,,,,,,,,,,,,,,,,,
1253,https://jow.fr/recipes/saumon-et-puree-de-brocolis-8fiz34n93ma8k8hh0ulp,Saumon & purée de brocolis,+4 € par portion,4 minutes,8 minutes,0 minutes,447 kcal,['Ail', 'Saumon (frais)', 'Brocoli (frais)', 'Beurre'],['1/4 gou.', '1  ', '250 g', '20 g'],,,,,,,,,,,,,,,,,,
1254,https://jow.fr/recipes/bavette-a-l-echalote-et-puree-de-brocolis-8fiz3nlx3ma8k8hh0ulr,Bavette à l'échalote & purée de brocolis,+4 € par portion,4 minutes,12 minutes,0 minutes,632 kcal,['Bœuf (bavette)', 'Brocoli (frais)', 'Échalote', 'Beurre'],['1  ', '250 g', '1/2  ', '40 g'],,,,,,,,,,,,,,,,,,
1255,https://jow.fr/recipes/nuggets-et-puree-8fjeadxw3yb8f8yp1ben,Nuggets & purée ,-2 € par portion,3 minutes,15 minutes,0 minutes,689 kcal,['Pommes de terre', 'Lait', 'Beurre', 'Nuggets (surgelé)'],['250 g', '5 cl', '20 g', '100 g'],,,,,,,,,,,,,,,,,,
1256,https://jow.fr/recipes/nuggets-veggie-et-puree-8fjeb0us3yb8f8yp1bez,Nuggets veggie & purée ,2 € et 4 € par portion,3 minutes,15 minutes,0 minutes,581 kcal,['Pommes de terre', 'Lait', 'Beurre', 'Nuggets végétaux (frais)'],['250 g', '5 cl', '20 g', '100 g'],,,,,,,,,,,,,,,,,,
1257,https://jow.fr/recipes/nuggets-veggie-puree-et-haricots-verts-8fjec7x03yb8f8yp1bfb,Nuggets veggie, purée & haricots verts ,2 € et 4 € par portion,3 minutes,15 minutes,0 minutes,571 kcal,['Haricot vert (frais)', 'Pommes de terre', 'Lait', 'Beurre', 'Nuggets végétaux (frais)'],['1 cup', '1/2 liv.', '1 càs', '1 càs', '1/4 liv.'],,,,,,,,,,,,,,,
1258,https://jow.fr/recipes/nuggets-veggie-riz-et-brocolis-8fji09p03yb8f8yp1d76,Nuggets veggie, riz & brocolis ,2 € et 4 € par portion,3 minutes,10 minutes,0 minutes,495 kcal,['Riz', 'Nuggets végétaux (frais)', 'Brocoli (frais)'],['70 g', '100 g', '100 g'],,,,,,,,,,,,,,,,,,,
1259,https://jow.fr/recipes/nuggets-veggie-et-puree-de-brocolis-8fjiibro3yb8f8yq0051,Nuggets veggie & purée de brocolis,2 € et 4 € par portion,4 minutes,10 minutes,0 minutes,443 kcal,['Beurre', 'Nuggets végétaux (frais)', 'Brocoli (frais)'],['20 g', '100 g', '250 g'],,,,,,,,,,,,,,,,,,,,
1260,https://jow.fr/recipes/nuggets-et-puree-de-brocolis-8fjikn4k3yb8f8yq009g,Nuggets & purée de brocolis,2 € et 4 € par portion,4 minutes,10 minutes,0 minutes,416 kcal,['Beurre', 'Nuggets (surgelé)', 'Brocoli (frais)'],['20 g', '100 g', '250 g'],,,,,,,,,,,,,,,,,,,,
1261,https://jow.fr/recipes/cabillaud-et-epinards-a-la-creme-8fl8fcx8h0j4kbyi1c96,Cabillaud & épinards à la crème ,+4 € par portion,3 minutes,8 minutes,0 minutes,228 kcal,['Cabillaud (frais)', 'Épinards à la crème'],['1  ', '250 g'],,,,,,,,,,,,,,,,,,,,,,
1262,https://jow.fr/recipes/saumon-epinards-a-la-creme-et-riz-8fl8lt7wh0j4kbyj00kr,Saumon, épinards à la crème & riz,+4 € par portion,3 minutes,10 minutes,0 minutes,537 kcal,['Saumon (frais)', 'Riz', 'Épinards à la crème'],['1  ', '70 g', '100 g'],,,,,,,,,,,,,,,,,,,
1263,https://jow.fr/recipes/filet-de-poulet-epinards-a-la-creme-et-riz-8fl90kdoh0j4kbyj00y4,Filet de poulet, épinards à la crème & riz,2 € et 4 € par portion,3 minutes,10 minutes,0 minutes,475 kcal,['Poulet (escalope)', 'Riz', 'Épinards à la crème'],['1  ', '70 g', '100 g'],,,,,,,,,,,,,,,,,,,
1265,https://jow.fr/recipes/boulettes-de-poisson-tomates-et-riz-8flbg0k1ctqaaeeq0j6o,Boulettes de poisson, tomates & riz ,+4 € par portion,8 minutes,18 minutes,0 minutes,498 kcal,['Cabillaud (frais)', 'Riz', 'Tomate (chair)', 'Œuf', 'Chapelure', 'Ail', 'Persil (frais)'],['100 g', '70 g', '80 g', '1/2  ', '20 g', '1/4 gou.', '1/10 bou.'],,,,,,,,,,,
1266,https://jow.fr/recipes/saumon-a-la-toscane-8flc4h5dctqaaeeq0ky6,Saumon à la Toscane,+4 € par portion,6 minutes,10 minutes,0 minutes,720 kcal,['Pâtes fraîches', 'Saumon (frais)', 'Tomates séchées', 'Crème fraîche', 'Épinard (frais)', 'Ail'],['100 g', '1  ', '50 g', '1 càs', '2 poignées', '1/4 gou.'],,,,,,,,,,,,,,
1268,https://jow.fr/recipes/crevettes-au-miel-et-patate-douce-8fltircy03o0jy4y0ccy,Crevettes au miel & patate douce,+4 € par portion,4 minutes,10 minutes,0 minutes,450 kcal,['Crevette (cuite)', 'Patate douce', 'Miel (liquide)', 'Sauce soja salée', 'Gingembre (frais)', 'Graines de sésame'],['100 g', '250 g', '1 càc', '2 càc', '5 g', '10 g'],,,,,,,,,,,,,,
1269,https://jow.fr/recipes/saumon-et-chou-fleur-roti-a-la-moutarde-8flwi7w1it44hz7j0mxn,Saumon & chou-fleur rôti à la moutarde,+4 € par portion,6 minutes,30 minutes,0 minutes,411 kcal,"['Saumon (frais)', 'Chou-fleur (frais)', 'ancienne"", ""Sirop d', 'Ail']",['1  ', '200 g', '1 càs', '1 càs', '1/4 gou.'],,,,,,,,,,,,,,,,,,,,
1270,https://jow.fr/recipes/steak-hache-a-l-echalote-et-puree-8fmwj1rcarpska5106at,Steak haché à l'échalote & purée,2 € et 4 € par portion,4 minutes,20 minutes,0 minutes,539 kcal,['Bœuf (steak haché frais)', 'Pommes de terre', 'Échalote', 'Lait', 'Beurre'],['1  ', '250 g', '1/2  ', '3 cl', '20 g'],,,,,,,,,,,,,,,,
1274,https://jow.fr/recipes/roesti-de-pommes-de-terre-8fp8mg4thpggke510yx4,Rösti de pommes de terre,-2 € par portion,18 minutes,12 minutes,0 minutes,347 kcal,['Pommes de terre', 'Œuf', 'Farine de blé', 'Oignon jaune', 'Salade (Mélange)'],['500 g', '1  ', '2 càc', '1/2  ', '4 poignées'],,,,,,,,,,,,,,,,
1275,https://jow.fr/recipes/roesti-et-saumon-fume-8fp90v8thpggke510z00,Rösti & saumon fumé,2 € et 4 € par portion,18 minutes,12 minutes,0 minutes,531 kcal,['Pommes de terre', 'Œuf', 'Farine de blé', 'Oignon jaune', 'Saumon (fumé)', 'Crème fraîche'],['500 g', '1  ', '2 càc', '1/2  ', '3 tran.', '2 càs'],,,,,,,,,,,,,,
1278,https://jow.fr/recipes/oeufs-benedicte-au-jambon-8fpag0mlhpggke510zdy,Œufs bénédicte au jambon ,2 € et 4 € par portion,3 minutes,11 minutes,0 minutes,684 kcal,['Œuf', 'Jambon blanc', 'Beurre', 'Citron jaune', 'English muffin'],['2  ', '1 tran.', '35 g', '1/8  ', '1  '],,,,,,,,,,,,,,,,
1279,https://jow.fr/recipes/oeufs-benedicte-au-saumon-8fq01zxb4zn5drde01ae,Œufs bénédicte au saumon ,2 € et 4 € par portion,3 minutes,11 minutes,0 minutes,704 kcal,['Œuf', 'Saumon (fumé)', 'Beurre', 'Citron jaune', 'English muffin'],['2  ', '1 tran.', '35 g', '1/8  ', '1  '],,,,,,,,,,,,,,,,
1282,https://jow.fr/recipes/pancakes-8fqh0561h4o0k5rp0wo2,Pancakes ,,10 minutes,4 minutes,0 minutes,600 kcal,['Farine de blé', 'Lait', 'Œuf', 'Levure chimique', 'Beurre'],['80 g', '10 cl', '1  ', '1/4 sac.', '20 g'],,,,,,,,,,,,,,,,
1284,https://jow.fr/recipes/croziflette-veggie-8ftdje7tb6cwki2p0ii7,Croziflette veggie,-2 € par portion,7 minutes,35 minutes,0 minutes,612 kcal,['Reblochon', 'Oignon jaune', 'Poireau', 'Crème fraîche', 'Crozets'],['50 g', '1/4  ', '80 g', '1/2 càs', '100 g'],,,,,,,,,,,,,,,,
1285,https://jow.fr/recipes/salade-de-quinoa-et-butternut-8fte01x5b6cwki2p0imd,Salade de quinoa & butternut,-2 € par portion,4 minutes,12 minutes,0 minutes,462 kcal,['Quinoa (cru)', 'Courge butternut', 'Salade (roquette)', 'Feta', 'Oignon rouge'],['60 g', '1/8  ', '1 poignée', '40 g', '1/4  '],,,,,,,,,,,,,,,,
1287,https://jow.fr/recipes/raclette-veggie-8fth1wopb6cwki2p0j6d,Raclette veggie,+4 € par portion,10 minutes,35 minutes,0 minutes,1031 kcal,['Raclette', 'Pommes de terre', 'Cornichon', 'Champignons de Paris (frais)', 'Potimarron'],['200 g', '200 g', '20 g', '60 g', '1/2  '],,,,,,,,,,,,,,,,
1288,https://jow.fr/recipes/courge-rotie-lentilles-et-avocat-8ftfbo3db6cwki2p0ioz,Courge rôtie, lentilles & avocat,2 € et 4 € par portion,6 minutes,25 minutes,0 minutes,455 kcal,"['Potimarron', 'Lentilles (cuites)', 'Avocat', 'Ail', 'ancienne"", ', ']']",['1/4  ', '70 g', '1/2  ', '1/4 gou.', '1/4 càs', '1/4  '],,,,,,,,,,,,,,,,,,
1290,https://jow.fr/recipes/cabillaud-et-ecrase-de-pommes-de-terre-8fte3nw9b6cwki2p0iny,Cabillaud & écrasé de pommes de terre,+4 € par portion,5 minutes,15 minutes,0 minutes,289 kcal,['Cabillaud (frais)', 'Citron jaune', 'Pommes de terre', 'Brocoli (frais)'],['1  ', '1/4  ', '200 g', '100 g'],,,,,,,,,,,,,,,,,,
1291,https://jow.fr/recipes/salade-betterave-avocat-et-chevre-frais-8ftg30zdb6cwki2p0izg,Salade betterave, avocat & chèvre frais,2 € et 4 € par portion,0 minutes,5 minutes,0 minutes,427 kcal,"['Betterave (cuite)', 'Salade (mâche)', 'Chèvre frais', 'ancienne"", ', ', ', ']']",['150 g', '2 poignées', '30 g', '1/2 càc', '1 càc', '1/2  '],,,,,,,,,,,,,,,,,,
1292,https://jow.fr/recipes/poulet-au-cidre-et-puree-de-potimarron-8fu42bndkw68kfcn0dby,Poulet au cidre & purée de potimarron,2 € et 4 € par portion,4 minutes,20 minutes,0 minutes,500 kcal,['Poulet (escalope)', 'Potimarron', 'Oignon jaune', 'Cidre', 'Crème fraîche'],['1  ', '1/4  ', '1/2  ', '5 cl', '1 càs'],,,,,,,,,,,,,,,,
1293,https://jow.fr/recipes/chevre-chaud-au-jambon-et-salade-8fxlajp87683hi920iab,Chèvre chaud au jambon & salade,2 € et 4 € par portion,4 minutes,5 minutes,0 minutes,488 kcal,['Salade (mâche)', 'Chèvre (bûche)', 'Herbes de Provence', 'Pain de mie', 'Jambon blanc'],['2 poignées', '50 g', '1 pinc.', '2 tran.', '2 tran.'],,,,,,,,,,,,,,,,
1294,https://jow.fr/recipes/salade-pamplemousse-avocat-et-crevettes-8fxj46647683hi920i2k,Salade pamplemousse, avocat & crevettes,2 € et 4 € par portion,0 minutes,5 minutes,0 minutes,452 kcal,['Pamplemousse', 'Avocat', 'Crevette (cuite)', 'Salade (mâche)', 'Ail', 'Coriandre (frais)'],['1/2  ', '1/2  ', '80 g', '2 poignées', '1/4 gou.', '1/10 bou.'],,,,,,,,,,,,,
1295,https://jow.fr/recipes/salade-perigourdine-8fxiiddo7683hi920hvg,Salade périgourdine,2 € et 4 € par portion,5 minutes,4 minutes,0 minutes,534 kcal,['Salade (Mélange)', 'Abricots (secs)', 'Canard (magret séché)', 'Noix', 'Pain de campagne (tranché)', 'Ail'],['2 poignées', '40 g', '50 g', '15 g', '1 tran.', '1/4 gou.'],,,,,,,,,,,,,,
1297,https://jow.fr/recipes/quesadillas-au-boeuf-8fxik8587683hi920hw1,Quesadillas au bœuf,2 € et 4 € par portion,3 minutes,6 minutes,0 minutes,456 kcal,['Tortilla (blé)', 'Bœuf (haché)', 'Tomate (chair)', 'Crème fraîche', 'Fromage râpé', 'Coriandre (frais)'],['1  ', '100 g', '100 g', '1 càc', '20 g', '1/10 bou.'],,,,,,,,,,,,,,
1298,https://jow.fr/recipes/cabillaud-au-lard-et-puree-de-potimarron-8fxk3ews7683hi920i47,Cabillaud au lard & purée de potimarron,+4 € par portion,4 minutes,20 minutes,0 minutes,307 kcal,['Potimarron', 'Lard (tranches)', 'Cabillaud (frais)', 'Salade (roquette)'],['1/4  ', '2 tran.', '1  ', '1 poignée'],,,,,,,,,,,,,,,,,,
1300,https://jow.fr/recipes/salade-chevre-miel-et-pignons-8fxj0yt87683hi920i1q,Salade chèvre, miel & pignons,2 € et 4 € par portion,5 minutes,2 minutes,0 minutes,456 kcal,['Salade (mâche)', 'Chèvre (bûche)', 'Pignons de pin', 'Avocat', 'Miel (liquide)', 'Vinaigre de vin rouge'],['2 poignées', '40 g', '1/2 càs', '1/2  ', '1 càc', '1 càc'],,,,,,,,,,,,,
1301,https://jow.fr/recipes/tacos-aux-crevettes-8fxj96ws7683hi920i2z,Tacos aux crevettes,+4 € par portion,5 minutes,4 minutes,0 minutes,411 kcal,['Tortilla (blé)', 'Crevette (cuite)', 'Avocat', 'Citron vert', 'Ail', 'Oignon rouge', 'Coriandre (frais)'],['1  ', '100 g', '1/2  ', '1/4  ', '1/4 gou.', '1/4  ', '1/10 bou.'],,,,,,,,,,,,
1302,https://jow.fr/recipes/salade-cesar-8fxl27ng7683hi920i6w,Salade César,2 € et 4 € par portion,3 minutes,13 minutes,0 minutes,688 kcal,['Poulet (escalope)', 'Salade (coeur de laitue)', 'Parmesan (morceaux)', 'Pain de campagne (tranché)', 'Œuf', 'Moutarde', 'Ail', 'Huile de tournesol'],['1  ', '2 poignées', '20 g', '1 tran.', '1/4  ', '1/4 càs', '1/4 gou.', '4 cl'],,,,,,,,,,
1303,https://jow.fr/recipes/saumon-teriyaki-cereales-et-potimarron-8fz7fq8qgrfkkjgx10ei,Saumon teriyaki, céréales & potimarron,+4 € par portion,5 minutes,20 minutes,0 minutes,552 kcal,['Potimarron', 'Saumon (frais)', 'Sauce soja salée', 'Miel (liquide)', 'Mélange céréales'],['1/6  ', '1  ', '1/2 càs', '1 càc', '50 g'],,,,,,,,,,,,,,,
1304,https://jow.fr/recipes/cheeseburger-veggie-8fytmack7zf4kqm21a9h,Cheeseburger veggie,2 € et 4 € par portion,4 minutes,4 minutes,0 minutes,634 kcal,['Pain burger', 'Steak végétal', 'Salade (coeur de laitue)', 'Yellow mustard', 'Ketchup', 'Oignon rouge', 'Cheddar (tranches)'],['1  ', '1  ', '1/2 poignée', '1/2 càc', '1 càc', '1/8  ', '1 tran.'],,,,,,,,,,,,
1305,https://jow.fr/recipes/bolognese-veggie-8g1k7nzobq6oknoi0rdn,Bolognese veggie ,-2 € par portion,4 minutes,21 minutes,0 minutes,564 kcal,['Pâtes (spaghetti)', 'Lentilles (cuites)', 'Carotte (frais)', 'Tomate (purée)', 'Ail', 'Oignon jaune'],['100 g', '50 g', '1/2  ', '150 g', '1/2 gou.', '1/4  '],,,,,,,,,,,,,,
1306,https://jow.fr/recipes/salade-campagnarde-au-chevre-8g1k9e0kbq6oknoi0rdy,Salade campagnarde au chèvre,-2 € par portion,3 minutes,8 minutes,0 minutes,422 kcal,"['Lardons', 'Œuf', 'Pain de campagne (tranché)', 'Chèvre (bûche)', 'Salade (Mélange)', 'ancienne""]']",['50 g', '1  ', '1 tran.', '30 g', '2 poignées', '1/2 càc'],,,,,,,,,,,,,,,,,,,
1307,https://jow.fr/recipes/samoussas-epinard-feta-et-sauce-au-yaourt-8g1o3jn8bq6oknoi0rz7,Samoussas épinard, feta & sauce au yaourt ,,7 minutes,19 minutes,0 minutes,664 kcal,['Feuille de brick', 'Feta', 'Épinard (frais)', 'Ail', 'Yaourt Grec', 'Menthe (feuilles)'],['1.5  ', '75 g', '2 poignées', '1/2 gou.', '2 càs', '1/10 bou.'],,,,,,,,,,,,,
1308,https://jow.fr/recipes/tagliata-de-boeuf-et-brocolis-8g5s9wijif3kk3wh0izf,Tagliata de bœuf & brocolis,2 € et 4 € par portion,5 minutes,8 minutes,0 minutes,417 kcal,['Brocoli (frais)', 'Bœuf (rumsteck)', 'Vinaigre balsamique', 'Sauce soja salée', 'Sucre (en poudre)', 'Cacahuète'],['200 g', '1  ', '1/2 càs', '1/2 càs', '1 càc', '20 g'],,,,,,,,,,,,,,
1309,https://jow.fr/recipes/nouilles-de-riz-et-porc-saute-8g5tal0bif3kk3wh0jfj,Nouilles de riz & porc sauté,2 € et 4 € par portion,4 minutes,7 minutes,0 minutes,789 kcal,"['Nouilles de riz', 'Chair à saucisse', 'Concombre', 'Cacahuète', 'Espelette"", ', ', ', ']']",['80 g', '80 g', '50 g', '20 g', '1 pinc.', '2 càs', '1/10 bou.'],,,,,,,,,,,,,,,,,,
1310,https://jow.fr/recipes/saumon-au-cidre-et-puree-de-chou-fleur-8g5shejfif3kk3wh0j5e,Saumon au cidre & purée de chou-fleur,+4 € par portion,5 minutes,15 minutes,0 minutes,542 kcal,['Saumon (frais)', 'Cidre', 'Chou-fleur (frais)', 'Oignon jaune', 'Crème fraîche'],['1  ', '5 cl', '1/4  ', '1/4  ', '1 càs'],,,,,,,,,,,,,,,,
1312,https://jow.fr/recipes/pasta-al-limone-8g5u11i3if3kk3wh0jnp,Pasta al limone,-2 € par portion,3 minutes,10 minutes,0 minutes,560 kcal,['Pâtes (Linguine)', 'Citron jaune', 'Parmesan (râpé)', 'Beurre'],['100 g', '1/4  ', '20 g', '15 g'],,,,,,,,,,,,,,,,,,
1313,https://jow.fr/recipes/oeuf-cocotte-epinards-et-lard-8g6daeb7he8gk81h0p2i,Œuf cocotte épinards & lard,-2 € par portion,4 minutes,15 minutes,0 minutes,407 kcal,['Œuf', 'Crème fraîche', 'Lard (tranches)', 'Parmesan (râpé)', 'Épinard (frais)'],['1  ', '2 càs', '2 tran.', '15 g', '1/2 poignée'],,,,,,,,,,,,,,,,
1314,https://jow.fr/recipes/risotto-epinards-et-chevre-8g6cjbw3he8gk81h0ol2,Risotto épinards & chèvre ,-2 € par portion,4 minutes,20 minutes,0 minutes,436 kcal,['Riz (Arborio)', 'Épinard (frais)', 'Bouillon de légumes (cube)', 'Parmesan (râpé)', 'Vin blanc', 'Échalote', 'Chèvre frais'],['70 g', '2 poignées', '1/4  ', '1 càs', '2 cl', '1/4  ', '40 g'],,,,,,,,,,,,
1315,https://jow.fr/recipes/creamy-green-pasta-8g6djcojhe8gk81h0p9p,Creamy green pasta,-2 € par portion,3 minutes,10 minutes,0 minutes,529 kcal,"['Pâtes (Pipe rigate)', 'Petits pois (surgelés)', 'Courgette', 'Crème fraîche', 'Citron jaune', 'Espelette""]']",['100 g', '80 g', '80 g', '1 càs', '1/4  ', '1 pinc.'],,,,,,,,,,,,,,,,,,,
1316,https://jow.fr/recipes/magret-de-canard-et-endives-braisees-8g6e3svnhe8gk81h0phn,Magret de canard & endives braisées,+4 € par portion,5 minutes,19 minutes,0 minutes,596 kcal,['Canard (magret)', 'Miel (liquide)', 'Endives'],['1/2  ', '1/2 càs', '1  '],,,,,,,,,,,,,,,,,,,,
1317,https://jow.fr/recipes/brunch-bowl-au-saumon-8g6v8lp18zwwke920v47,Brunch bowl au saumon,2 € et 4 € par portion,2 minutes,6 minutes,0 minutes,413 kcal,['Œuf', 'Persil (frais)', 'Yaourt Grec', 'Saumon (fumé)', 'Concombre', 'Salade (mâche)'],['1  ', '1/10 bou.', '100 g', '1 tran.', '50 g', '1 poignée'],,,,,,,,,,,,,,
1319,https://jow.fr/recipes/club-sandwich-au-pesto-8g7egkvqlymoko7w0ubl,Club sandwich au pesto ,2 € et 4 € par portion,0 minutes,3 minutes,0 minutes,621 kcal,['Pain de mie', 'Jambon blanc', 'Gouda', 'Salade (coeur de laitue)', 'Sauce pesto'],['3 tran.', '2 tran.', '15 g', '20 g', '2 càs'],,,,,,,,,,,,,,,,
1320,https://jow.fr/recipes/poulet-croustillant-et-salade-8g6ucslx8zwwke920unl,Poulet croustillant & salade ,2 € et 4 € par portion,6 minutes,8 minutes,0 minutes,898 kcal,['Poulet (escalope)', 'Œuf', 'Farine de blé', 'Chapelure', 'Huile de tournesol', 'Salade (Mélange)', 'Piment (doux)', 'Citron jaune'],['1  ', '1  ', '2 càs', '2 càs', '5 cl', '2 poignées', '1 pinc.', '1/2  '],,,,,,,,,,
1321,https://jow.fr/recipes/poulet-pane-a-la-milanaise-8g6umbit8zwwke920uso,Poulet pané à la milanaise ,2 € et 4 € par portion,6 minutes,10 minutes,0 minutes,1356 kcal,['Poulet (escalope)', 'Œuf', 'Farine de blé', 'Chapelure', 'Huile de tournesol', 'Pâtes (Tagliatelles sèches)', 'Sauce tomate (basilic)', 'Piment (doux)'],['1  ', '1  ', '2 càs', '3 càs', '5 cl', '100 g', '100 g', '1/2 pinc.'],,,,,,,,,,
1322,https://jow.fr/recipes/burger-raclette-8g9tm7rken6ok4d90ayd,Burger raclette,2 € et 4 € par portion,3 minutes,5 minutes,0 minutes,568 kcal,"['Pain burger (brasserie)', 'Bœuf (steak haché frais)', 'oignons"", ""Moutarde à l', 'Raclette']",['1  ', '1  ', '2 càc', '1 càc', '20 g'],,,,,,,,,,,,,,,,,,,,
1323,https://jow.fr/recipes/summer-burger-8g9u77wwen6ok4d90azw,Summer burger,2 € et 4 € par portion,4 minutes,4 minutes,0 minutes,680 kcal,['Pain burger', 'Bœuf (steak haché frais)', 'Mayonnaise', 'Ketchup', 'Tomates séchées', 'Tomme', 'Persil (frais)'],['1  ', '1  ', '1/2 càs', '1 càc', '30 g', '20 g', '1/10 bou.'],,,,,,,,,,,,
